Date,Intent,Product,Quantity,Part Number,Brand,Condition,Sender Company,Subject
5/7/2025 1:18:15,WTS,DELL,200,LAPTOP,,Refurb,inc,"[Laptop] WTS: 200, Dell, Latitude 5520 i5-11 16GB 256GB 15.6"", Refurbished A, * USD"
5/7/2025 1:18:24,WTS,--,16,2120-SR05Y,,--,--,"[PC] WTS: 16, Intel, INTEL I3-2120-SR05Y Desktop processors Grade A, REF, Offer USD"
5/7/2025 1:16:37,WTS,HP,5,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 5, HP, PROLIANT BL460C, Used, Offer EUR"
5/7/2025 1:17:33,WTS,DELL,20,LAPTOP,,--,--,"[Laptop] WTS: 20, Dell Latitude E5490, Core i5-7300U , A, ASK EUR"
5/7/2025 1:16:50,WTS,HP,100,MONITOR,,--,--,"[Monitor] WTS: 100+, Fujitsu/HP/Dell, 22"", Gr.A, ask EUR"
5/7/2025 1:16:31,WTS,LENOVO,40,LAPTOP,,--,--,"[Laptop] WTS: 40, Lenovo, Thinkpad X13 Yoga G1 Touch, i7 1610U, 16GB, 1TB, B, ask EUR"
5/7/2025 1:16:23,WTS,DELL,50,MONITOR,,New,--,"[Monitor] WTS: 50, Dell, Monitor Dell P2319, Used, Offer EUR"
5/7/2025 1:16:08,WTS,HP,1,LAPTOP,,New,--,"[Laptop] WTS: +1, HP, HP ZBook Power 16"" G11 Laptop Workstation PC, NEW, OFFER EUR"
5/7/2025 1:15:41,WTS,--,15,ELECTRONICS,,New,--,"[Electronics] WTS: 15, Dyson, V8 Cordless vacuum cleaners, Used, Offer EUR"
5/7/2025 1:16:08,WTS,--,1000,COMPONENTS,,--,--,"[Components] WTS: 1000, Major, 4GB DDR3 Desktop RAM Long DIMM PC3, Pulls, Offer EUR"
5/7/2025 1:16:04,WTB,DELL OPTIPLEX,80,OPTIPLEX,,--,--,"[PC] WTB: 80, Dell Optiplex 5080/7080 Micro, I5 10500T/16/250, A Grade, Send Offer GBP"
5/7/2025 1:15:48,WTS,--,150,COMPONENTS,,Used,--,"[Components] WTS: 150, Major, mSATA SSDs 16-32GB, Used, Offer EUR"
5/7/2025 1:15:28,WTS,--,30,ELECTRONICS,,New,--,"[Electronics] WTS: 30, Dyson, V10 Cordless vacuum cleaners, B Grade, Offer EUR"
5/7/2025 1:15:27,WTS,LENOVO,5,MONITOR,,New,--,"[Monitor] WTS: 5, Lenovo, THINKVISION T24I-10 61CE-MAR2-WW, Used, Offer EUR"
5/7/2025 1:13:56,WTS,--,50,COMPONENTS,,--,--,"[Components] WTS: 50pcs, intel CPU, GOLD 6242 SRF8Y, Clean Pull, A, call EUR"
5/7/2025 1:13:24,WTS,--,50,COMPONENTS,,--,--,"[Components] WTS: 50pcs, intel CPU, XEON PLATINUM 8160, Clean Pull, A, call EUR"
5/7/2025 1:08:27,WTS,DELL,48,LAPTOP,,Used,--,"[Laptop] WTS: 48, Dell e5470, i5-6th / 8 / 128-256 ssd, used, ask EUR"
5/7/2025 1:04:00,WTS,LENOVO,541,LAPTOP,,--,--,"[Laptop] WTS: 541, Lenovo, docking station, A, cheap EUR"
5/7/2025 1:09:27,WTS,DELL,300,LAPTOP,,--,--,"[Laptop] WTS: 300, Dell Latitude 5570, i5-6th gen 8GB 256GB SSD COA CAM FHD + AC, A/A-, good EUR"
5/7/2025 1:10:24,WTS,HP,170,SERVER/STORAGE,,--,company,"[Server/Storage] WTS: 170, HP, HDD SAS 146GB 6G 15K 2.5, TESTED, OFFER  EUR"
5/7/2025 1:08:23,WTS,HP,320,LAPTOP,,--,--,"[Laptop] WTS: 320, HP, Docking station, A, cheap EUR"
5/7/2025 1:09:24,WTS,--,112,LAPTOP,,Used,--,"[Laptop] WTS: 112, Fujitsu u747, I5-6th / 8 / 128, used, ask EUR"
5/7/2025 1:08:30,WTS,--,1000,COMPONENTS,,--,--,"[Components] WTS: 1000, Intel, Core E8400 3.00 GHz Processors, Clean, Tested, 0,5 EUR"
5/7/2025 1:08:19,WTS,--,1240,COMPONENTS,,--,--,"[Components] WTS: 1240, Major, 2GB DDR3 SODIMM Memory, Pulls, Tested, 0.4 EUR"
5/7/2025 1:00:37,WTS,APPLE,50,MOBILE,,--,--,"[Mobile] WTS: 50, Apple, IPHONE 13 PRO 256GB, A, Ask EUR"
5/7/2025 1:03:06,WTS,LENOVO,500,LENOVO,,Used,--,"[PC] WTS: 500+, Lenovo M710t, i3-6100 / 8 / 500, used, send offer EUR"
5/7/2025 1:04:56,WTS,HP,6,LAPTOP,,Refurb,--,"[Laptop] WTS: 6, HP, HP ZBook Firefly G8 i7-1165G7 16GB SSD 256GB, Factory Refurbished, 349 EUR"
5/7/2025 1:04:50,WTS,HP,50,400G3/600G3,,--,--,"[PC] WTS: 50+, HP, HP 400G3/600G3 i5, 8Gb Ram,SSD 256, A GRADE, 61 EUR"
5/7/2025 1:03:39,WTS,DELL,107,LAPTOP,,--,--,"[Laptop] WTS: 107, Dell, docking stations, A, cheap EUR"
5/7/2025 0:56:22,WTS,APPLE,39,MOBILE,,--,--,"[Mobile] WTS: 39, Apple, iPhone 11 | 64/128GB | Black, B, BEST EUR"
5/7/2025 1:03:48,WTS,--,60,LAPTOP,,New,--,"[Laptop] WTS: 60, Targus, Targus USB 3.0 Docking Station dual video, NEW Retail, cheap EUR"
5/7/2025 1:03:28,WTS,LENOVO,133,LAPTOP,,--,--,"[Laptop] WTS: 133, Fujitsu, docking station, A, cheap EUR"
5/7/2025 1:02:45,WTS,LENOVO,74,LAPTOP,,Used,--,"[Laptop] WTS: 74, Lenovo T470, i5-6th / 8 / 128, used, ask EUR"
5/7/2025 0:58:08,WTS,--,50,X2610G,,--,--,"[PC] WTS: 50+, ACER, X2610G SFF i3, 8Gb, SSD 120, A GRADE, 11.9 EUR"
5/7/2025 1:00:15,WTB,DELL,50,FONT-FAMILY,,--,--,"[PC] WTB: 50+, dell slim tower from 8 gen , dell slim tower from 8 gen , a b, euro EUR"
5/7/2025 0:59:26,WTS,HP,100,600G2/800G2,,--,--,"[PC] WTS: 100+, HP, HP 600G2/800G2 SFF i5-6500, 8Gb Ram,SSD 120Gb, A GRADE, 53 EUR"
5/7/2025 0:59:04,WTS,HP,50,SSD120,,--,--,"[PC] WTS: 50+, HP, HP 400G2.5 SFF i5-4570s, 8Gb Ram, SSD120, A GRADE, 29.9 EUR"
